question,intent
How does Overwhelming Blink work in Dota 2?,item_info
Explain what Overwhelming Blink does,item_info
What does Overwhelming Blink give?,item_info
Stats for Overwhelming Blink?,item_info
Info on Overwhelming Blink,item_info
What is Paladin Sword?,item_info
What does Paladin Sword do?,item_info
Explain Paladin Sword,item_info
How does Paladin Sword work?,item_info
Describe Paladin Sword,item_info
Tell me about Paladin Sword,item_info
Info about Paladin Sword,item_info
What is Paladin Sword in Dota 2?,item_info
What does Paladin Sword do in Dota?,item_info
How does Paladin Sword work in Dota 2?,item_info
Explain what Paladin Sword does,item_info
What does Paladin Sword give?,item_info
Stats for Paladin Sword?,item_info
Info on Paladin Sword,item_info
What is Parasma?,item_info
What does Parasma do?,item_info
Explain Parasma,item_info
How does Parasma work?,item_info
Describe Parasma,item_info
Tell me about Parasma,item_info
Info about Parasma,item_info
What is Parasma in Dota 2?,item_info
What does Parasma do in Dota?,item_info
How does Parasma work in Dota 2?,item_info
Explain what Parasma does,item_info
What does Parasma give?,item_info
Stats for Parasma?,item_info
Info on Parasma,item_info
What is Pavise?,item_info
What does Pavise do?,item_info
Explain Pavise,item_info
How does Pavise work?,item_info
Describe Pavise,item_info
Tell me about Pavise,item_info
Info about Pavise,item_info
What is Pavise in Dota 2?,item_info
What does Pavise do in Dota?,item_info
How does Pavise work in Dota 2?,item_info
Explain what Pavise does,item_info
What does Pavise give?,item_info
Stats for Pavise?,item_info
Info on Pavise,item_info
What is Penta-Edged Sword?,item_info
What does Penta-Edged Sword do?,item_info
Explain Penta-Edged Sword,item_info
How does Penta-Edged Sword work?,item_info
Describe Penta-Edged Sword,item_info
Tell me about Penta-Edged Sword,item_info
Info about Penta-Edged Sword,item_info
What is Penta-Edged Sword in Dota 2?,item_info
What does Penta-Edged Sword do in Dota?,item_info
How does Penta-Edged Sword work in Dota 2?,item_info
Explain what Penta-Edged Sword does,item_info
What does Penta-Edged Sword give?,item_info
Stats for Penta-Edged Sword?,item_info
Info on Penta-Edged Sword,item_info
What is Perseverance?,item_info
What does Perseverance do?,item_info
Explain Perseverance,item_info
How does Perseverance work?,item_info
Describe Perseverance,item_info
Tell me about Perseverance,item_info
Info about Perseverance,item_info
What is Perseverance in Dota 2?,item_info
What does Perseverance do in Dota?,item_info
How does Perseverance work in Dota 2?,item_info
Explain what Perseverance does,item_info
What does Perseverance give?,item_info
Stats for Perseverance?,item_info
Info on Perseverance,item_info
What is Phase Boots?,item_info
What does Phase Boots do?,item_info
Explain Phase Boots,item_info
How does Phase Boots work?,item_info
Describe Phase Boots,item_info
Tell me about Phase Boots,item_info
Info about Phase Boots,item_info
What is Phase Boots in Dota 2?,item_info
What does Phase Boots do in Dota?,item_info
How does Phase Boots work in Dota 2?,item_info
Explain what Phase Boots does,item_info
What does Phase Boots give?,item_info
Stats for Phase Boots?,item_info
Info on Phase Boots,item_info
What is Philosopher's Stone?,item_info
What does Philosopher's Stone do?,item_info
Explain Philosopher's Stone,item_info
How does Philosopher's Stone work?,item_info
Describe Philosopher's Stone,item_info
Tell me about Philosopher's Stone,item_info
Info about Philosopher's Stone,item_info
What is Philosopher's Stone in Dota 2?,item_info
What does Philosopher's Stone do in Dota?,item_info
How does Philosopher's Stone work in Dota 2?,item_info
Explain what Philosopher's Stone does,item_info
What does Philosopher's Stone give?,item_info
Stats for Philosopher's Stone?,item_info
Info on Philosopher's Stone,item_info
What is Phoenix Ash?,item_info
What does Phoenix Ash do?,item_info
Explain Phoenix Ash,item_info
How does Phoenix Ash work?,item_info
Describe Phoenix Ash,item_info
Tell me about Phoenix Ash,item_info
Info about Phoenix Ash,item_info
What is Phoenix Ash in Dota 2?,item_info
What does Phoenix Ash do in Dota?,item_info
How does Phoenix Ash work in Dota 2?,item_info
Explain what Phoenix Ash does,item_info
What does Phoenix Ash give?,item_info
Stats for Phoenix Ash?,item_info
Info on Phoenix Ash,item_info
What is Phylactery?,item_info
What does Phylactery do?,item_info
Explain Phylactery,item_info
How does Phylactery work?,item_info
Describe Phylactery,item_info
Tell me about Phylactery,item_info
Info about Phylactery,item_info
What is Phylactery in Dota 2?,item_info
What does Phylactery do in Dota?,item_info
How does Phylactery work in Dota 2?,item_info
Explain what Phylactery does,item_info
What does Phylactery give?,item_info
Stats for Phylactery?,item_info
Info on Phylactery,item_info
What is Pig Pole?,item_info
What does Pig Pole do?,item_info
Explain Pig Pole,item_info
How does Pig Pole work?,item_info
Describe Pig Pole,item_info
Tell me about Pig Pole,item_info
Info about Pig Pole,item_info
What is Pig Pole in Dota 2?,item_info
What does Pig Pole do in Dota?,item_info
How does Pig Pole work in Dota 2?,item_info
Explain what Pig Pole does,item_info
What does Pig Pole give?,item_info
Stats for Pig Pole?,item_info
Info on Pig Pole,item_info
What is Pipe of Insight?,item_info
What does Pipe of Insight do?,item_info
Explain Pipe of Insight,item_info
How does Pipe of Insight work?,item_info
Describe Pipe of Insight,item_info
Tell me about Pipe of Insight,item_info
Info about Pipe of Insight,item_info
What is Pipe of Insight in Dota 2?,item_info
What does Pipe of Insight do in Dota?,item_info
How does Pipe of Insight work in Dota 2?,item_info
Explain what Pipe of Insight does,item_info
What does Pipe of Insight give?,item_info
Stats for Pipe of Insight?,item_info
Info on Pipe of Insight,item_info
What is Pirate Hat?,item_info
What does Pirate Hat do?,item_info
Explain Pirate Hat,item_info
How does Pirate Hat work?,item_info
Describe Pirate Hat,item_info
Tell me about Pirate Hat,item_info
Info about Pirate Hat,item_info
What is Pirate Hat in Dota 2?,item_info
What does Pirate Hat do in Dota?,item_info
How does Pirate Hat work in Dota 2?,item_info
Explain what Pirate Hat does,item_info
What does Pirate Hat give?,item_info
Stats for Pirate Hat?,item_info
Info on Pirate Hat,item_info
What is Platemail?,item_info
What does Platemail do?,item_info
Explain Platemail,item_info
How does Platemail work?,item_info
Describe Platemail,item_info
Tell me about Platemail,item_info
Info about Platemail,item_info
What is Platemail in Dota 2?,item_info
What does Platemail do in Dota?,item_info
How does Platemail work in Dota 2?,item_info
Explain what Platemail does,item_info
What does Platemail give?,item_info
Stats for Platemail?,item_info
Info on Platemail,item_info
What is Pocket Roshan?,item_info
What does Pocket Roshan do?,item_info
Explain Pocket Roshan,item_info
How does Pocket Roshan work?,item_info
Describe Pocket Roshan,item_info
Tell me about Pocket Roshan,item_info
Info about Pocket Roshan,item_info
What is Pocket Roshan in Dota 2?,item_info
What does Pocket Roshan do in Dota?,item_info
How does Pocket Roshan work in Dota 2?,item_info
Explain what Pocket Roshan does,item_info
What does Pocket Roshan give?,item_info
Stats for Pocket Roshan?,item_info
Info on Pocket Roshan,item_info
What is Pocket Tower?,item_info
What does Pocket Tower do?,item_info
Explain Pocket Tower,item_info
How does Pocket Tower work?,item_info
Describe Pocket Tower,item_info
Tell me about Pocket Tower,item_info
Info about Pocket Tower,item_info
What is Pocket Tower in Dota 2?,item_info
What does Pocket Tower do in Dota?,item_info
How does Pocket Tower work in Dota 2?,item_info
Explain what Pocket Tower does,item_info
What does Pocket Tower give?,item_info
Stats for Pocket Tower?,item_info
Info on Pocket Tower,item_info
What is Point Booster?,item_info
What does Point Booster do?,item_info
Explain Point Booster,item_info
How does Point Booster work?,item_info
Describe Point Booster,item_info
Tell me about Point Booster,item_info
Info about Point Booster,item_info
What is Point Booster in Dota 2?,item_info
What does Point Booster do in Dota?,item_info
How does Point Booster work in Dota 2?,item_info
Explain what Point Booster does,item_info
What does Point Booster give?,item_info
Stats for Point Booster?,item_info
Info on Point Booster,item_info
What is Pollywog Charm?,item_info
What does Pollywog Charm do?,item_info
Explain Pollywog Charm,item_info
How does Pollywog Charm work?,item_info
Describe Pollywog Charm,item_info
Tell me about Pollywog Charm,item_info
Info about Pollywog Charm,item_info
What is Pollywog Charm in Dota 2?,item_info
What does Pollywog Charm do in Dota?,item_info
How does Pollywog Charm work in Dota 2?,item_info
Explain what Pollywog Charm does,item_info
What does Pollywog Charm give?,item_info
Stats for Pollywog Charm?,item_info
Info on Pollywog Charm,item_info
What is Poor Man's Shield?,item_info
What does Poor Man's Shield do?,item_info
Explain Poor Man's Shield,item_info
How does Poor Man's Shield work?,item_info
Describe Poor Man's Shield,item_info
Tell me about Poor Man's Shield,item_info
Info about Poor Man's Shield,item_info
What is Poor Man's Shield in Dota 2?,item_info
What does Poor Man's Shield do in Dota?,item_info
How does Poor Man's Shield work in Dota 2?,item_info
Explain what Poor Man's Shield does,item_info
What does Poor Man's Shield give?,item_info
Stats for Poor Man's Shield?,item_info
Info on Poor Man's Shield,item_info
What is Possessed Mask?,item_info
What does Possessed Mask do?,item_info
Explain Possessed Mask,item_info
How does Possessed Mask work?,item_info
Describe Possessed Mask,item_info
Tell me about Possessed Mask,item_info
Info about Possessed Mask,item_info
What is Possessed Mask in Dota 2?,item_info
What does Possessed Mask do in Dota?,item_info
How does Possessed Mask work in Dota 2?,item_info
Explain what Possessed Mask does,item_info
What does Possessed Mask give?,item_info
Stats for Possessed Mask?,item_info
Info on Possessed Mask,item_info
What is Power Treads?,item_info
What does Power Treads do?,item_info
Explain Power Treads,item_info
How does Power Treads work?,item_info
Describe Power Treads,item_info
Tell me about Power Treads,item_info
Info about Power Treads,item_info
What is Power Treads in Dota 2?,item_info
What does Power Treads do in Dota?,item_info
How does Power Treads work in Dota 2?,item_info
Explain what Power Treads does,item_info
What does Power Treads give?,item_info
Stats for Power Treads?,item_info
Info on Power Treads,item_info
What is Prince's Knife?,item_info
What does Prince's Knife do?,item_info
Explain Prince's Knife,item_info
How does Prince's Knife work?,item_info
Describe Prince's Knife,item_info
Tell me about Prince's Knife,item_info
Info about Prince's Knife,item_info
What is Prince's Knife in Dota 2?,item_info
What does Prince's Knife do in Dota?,item_info
How does Prince's Knife work in Dota 2?,item_info
Explain what Prince's Knife does,item_info
What does Prince's Knife give?,item_info
Stats for Prince's Knife?,item_info
Info on Prince's Knife,item_info
What is Psychic Headband?,item_info
What does Psychic Headband do?,item_info
Explain Psychic Headband,item_info
How does Psychic Headband work?,item_info
Describe Psychic Headband,item_info
Tell me about Psychic Headband,item_info
Info about Psychic Headband,item_info
What is Psychic Headband in Dota 2?,item_info
What does Psychic Headband do in Dota?,item_info
How does Psychic Headband work in Dota 2?,item_info
Explain what Psychic Headband does,item_info
What does Psychic Headband give?,item_info
Stats for Psychic Headband?,item_info
Info on Psychic Headband,item_info
What is Pupil's Gift?,item_info
What does Pupil's Gift do?,item_info
Explain Pupil's Gift,item_info
How does Pupil's Gift work?,item_info
Describe Pupil's Gift,item_info
Tell me about Pupil's Gift,item_info
Info about Pupil's Gift,item_info
What is Pupil's Gift in Dota 2?,item_info
What does Pupil's Gift do in Dota?,item_info
How does Pupil's Gift work in Dota 2?,item_info
Explain what Pupil's Gift does,item_info
What does Pupil's Gift give?,item_info
Stats for Pupil's Gift?,item_info
Info on Pupil's Gift,item_info
What is Pyrrhic Cloak?,item_info
What does Pyrrhic Cloak do?,item_info
Explain Pyrrhic Cloak,item_info
How does Pyrrhic Cloak work?,item_info
Describe Pyrrhic Cloak,item_info
Tell me about Pyrrhic Cloak,item_info
Info about Pyrrhic Cloak,item_info
What is Pyrrhic Cloak in Dota 2?,item_info
What does Pyrrhic Cloak do in Dota?,item_info
How does Pyrrhic Cloak work in Dota 2?,item_info
Explain what Pyrrhic Cloak does,item_info
What does Pyrrhic Cloak give?,item_info
Stats for Pyrrhic Cloak?,item_info
Info on Pyrrhic Cloak,item_info
What is Quarterstaff?,item_info
What does Quarterstaff do?,item_info
Explain Quarterstaff,item_info
How does Quarterstaff work?,item_info
Describe Quarterstaff,item_info
Tell me about Quarterstaff,item_info
Info about Quarterstaff,item_info
What is Quarterstaff in Dota 2?,item_info
What does Quarterstaff do in Dota?,item_info
How does Quarterstaff work in Dota 2?,item_info
Explain what Quarterstaff does,item_info
What does Quarterstaff give?,item_info
Stats for Quarterstaff?,item_info
Info on Quarterstaff,item_info
What is Quelling Blade?,item_info
What does Quelling Blade do?,item_info
Explain Quelling Blade,item_info
How does Quelling Blade work?,item_info
Describe Quelling Blade,item_info
Tell me about Quelling Blade,item_info
Info about Quelling Blade,item_info
What is Quelling Blade in Dota 2?,item_info
What does Quelling Blade do in Dota?,item_info
How does Quelling Blade work in Dota 2?,item_info
Explain what Quelling Blade does,item_info
What does Quelling Blade give?,item_info
Stats for Quelling Blade?,item_info
Info on Quelling Blade,item_info
What is Quickened?,item_info
What does Quickened do?,item_info
Explain Quickened,item_info
How does Quickened work?,item_info
Describe Quickened,item_info
Tell me about Quickened,item_info
Info about Quickened,item_info
What is Quickened in Dota 2?,item_info
What does Quickened do in Dota?,item_info
How does Quickened work in Dota 2?,item_info
Explain what Quickened does,item_info
What does Quickened give?,item_info
Stats for Quickened?,item_info
Info on Quickened,item_info
What is Quickening Charm?,item_info
What does Quickening Charm do?,item_info
Explain Quickening Charm,item_info
How does Quickening Charm work?,item_info
Describe Quickening Charm,item_info
Tell me about Quickening Charm,item_info
Info about Quickening Charm,item_info
What is Quickening Charm in Dota 2?,item_info
What does Quickening Charm do in Dota?,item_info
How does Quickening Charm work in Dota 2?,item_info
Explain what Quickening Charm does,item_info
What does Quickening Charm give?,item_info
Stats for Quickening Charm?,item_info
Info on Quickening Charm,item_info
What is Quicksilver Amulet?,item_info
What does Quicksilver Amulet do?,item_info
Explain Quicksilver Amulet,item_info
How does Quicksilver Amulet work?,item_info
Describe Quicksilver Amulet,item_info
Tell me about Quicksilver Amulet,item_info
Info about Quicksilver Amulet,item_info
What is Quicksilver Amulet in Dota 2?,item_info
What does Quicksilver Amulet do in Dota?,item_info
How does Quicksilver Amulet work in Dota 2?,item_info
Explain what Quicksilver Amulet does,item_info
What does Quicksilver Amulet give?,item_info
Stats for Quicksilver Amulet?,item_info
Info on Quicksilver Amulet,item_info
What is Radiance?,item_info
What does Radiance do?,item_info
Explain Radiance,item_info
How does Radiance work?,item_info
Describe Radiance,item_info
Tell me about Radiance,item_info
Info about Radiance,item_info
What is Radiance in Dota 2?,item_info
What does Radiance do in Dota?,item_info
How does Radiance work in Dota 2?,item_info
Explain what Radiance does,item_info
What does Radiance give?,item_info
Stats for Radiance?,item_info
Info on Radiance,item_info
What is Rattlecage?,item_info
What does Rattlecage do?,item_info
Explain Rattlecage,item_info
How does Rattlecage work?,item_info
Describe Rattlecage,item_info
Tell me about Rattlecage,item_info
Info about Rattlecage,item_info
What is Rattlecage in Dota 2?,item_info
What does Rattlecage do in Dota?,item_info
How does Rattlecage work in Dota 2?,item_info
Explain what Rattlecage does,item_info
What does Rattlecage give?,item_info
Stats for Rattlecage?,item_info
Info on Rattlecage,item_info
What is Reaver?,item_info
What does Reaver do?,item_info
Explain Reaver,item_info
How does Reaver work?,item_info
Describe Reaver,item_info
Tell me about Reaver,item_info
Info about Reaver,item_info
What is Reaver in Dota 2?,item_info
What does Reaver do in Dota?,item_info
How does Reaver work in Dota 2?,item_info
Explain what Reaver does,item_info
What does Reaver give?,item_info
Stats for Reaver?,item_info
Info on Reaver,item_info
What is Refresher Orb?,item_info
What does Refresher Orb do?,item_info
Explain Refresher Orb,item_info
How does Refresher Orb work?,item_info
Describe Refresher Orb,item_info
Tell me about Refresher Orb,item_info
Info about Refresher Orb,item_info
What is Refresher Orb in Dota 2?,item_info
What does Refresher Orb do in Dota?,item_info
How does Refresher Orb work in Dota 2?,item_info
Explain what Refresher Orb does,item_info
What does Refresher Orb give?,item_info
Stats for Refresher Orb?,item_info
Info on Refresher Orb,item_info
What is Refresher Shard?,item_info
What does Refresher Shard do?,item_info
Explain Refresher Shard,item_info
How does Refresher Shard work?,item_info
Describe Refresher Shard,item_info
Tell me about Refresher Shard,item_info
Info about Refresher Shard,item_info
What is Refresher Shard in Dota 2?,item_info
What does Refresher Shard do in Dota?,item_info
How does Refresher Shard work in Dota 2?,item_info
Explain what Refresher Shard does,item_info
What does Refresher Shard give?,item_info
Stats for Refresher Shard?,item_info
Info on Refresher Shard,item_info
What is Repair Kit?,item_info
What does Repair Kit do?,item_info
Explain Repair Kit,item_info
How does Repair Kit work?,item_info
Describe Repair Kit,item_info
Tell me about Repair Kit,item_info
Info about Repair Kit,item_info
What is Repair Kit in Dota 2?,item_info
What does Repair Kit do in Dota?,item_info
How does Repair Kit work in Dota 2?,item_info
Explain what Repair Kit does,item_info
What does Repair Kit give?,item_info
Stats for Repair Kit?,item_info
Info on Repair Kit,item_info
What is Restorative?,item_info
What does Restorative do?,item_info
Explain Restorative,item_info
How does Restorative work?,item_info
Describe Restorative,item_info
Tell me about Restorative,item_info
Info about Restorative,item_info
What is Restorative in Dota 2?,item_info
What does Restorative do in Dota?,item_info
How does Restorative work in Dota 2?,item_info
Explain what Restorative does,item_info
What does Restorative give?,item_info
Stats for Restorative?,item_info
Info on Restorative,item_info
What is Revenant's Brooch?,item_info
What does Revenant's Brooch do?,item_info
Explain Revenant's Brooch,item_info
How does Revenant's Brooch work?,item_info
Describe Revenant's Brooch,item_info
Tell me about Revenant's Brooch,item_info
Info about Revenant's Brooch,item_info
What is Revenant's Brooch in Dota 2?,item_info
What does Revenant's Brooch do in Dota?,item_info
How does Revenant's Brooch work in Dota 2?,item_info
Explain what Revenant's Brooch does,item_info
What does Revenant's Brooch give?,item_info
Stats for Revenant's Brooch?,item_info
Info on Revenant's Brooch,item_info
What is Riftshadow Prism?,item_info
What does Riftshadow Prism do?,item_info
Explain Riftshadow Prism,item_info
How does Riftshadow Prism work?,item_info
Describe Riftshadow Prism,item_info
Tell me about Riftshadow Prism,item_info
Info about Riftshadow Prism,item_info
What is Riftshadow Prism in Dota 2?,item_info
What does Riftshadow Prism do in Dota?,item_info
How does Riftshadow Prism work in Dota 2?,item_info
Explain what Riftshadow Prism does,item_info
What does Riftshadow Prism give?,item_info
Stats for Riftshadow Prism?,item_info
Info on Riftshadow Prism,item_info
What is Ring of Aquila?,item_info
What does Ring of Aquila do?,item_info
Explain Ring of Aquila,item_info
How does Ring of Aquila work?,item_info
Describe Ring of Aquila,item_info
Tell me about Ring of Aquila,item_info
Info about Ring of Aquila,item_info
What is Ring of Aquila in Dota 2?,item_info
What does Ring of Aquila do in Dota?,item_info
How does Ring of Aquila work in Dota 2?,item_info
Explain what Ring of Aquila does,item_info
What does Ring of Aquila give?,item_info
Stats for Ring of Aquila?,item_info
Info on Ring of Aquila,item_info
What is Ring of Basilius?,item_info
What does Ring of Basilius do?,item_info
Explain Ring of Basilius,item_info
How does Ring of Basilius work?,item_info
Describe Ring of Basilius,item_info
Tell me about Ring of Basilius,item_info
Info about Ring of Basilius,item_info
What is Ring of Basilius in Dota 2?,item_info
What does Ring of Basilius do in Dota?,item_info
How does Ring of Basilius work in Dota 2?,item_info
Explain what Ring of Basilius does,item_info
What does Ring of Basilius give?,item_info
Stats for Ring of Basilius?,item_info
Info on Ring of Basilius,item_info
What is Ring of Health?,item_info
What does Ring of Health do?,item_info
Explain Ring of Health,item_info
How does Ring of Health work?,item_info
Describe Ring of Health,item_info
Tell me about Ring of Health,item_info
Info about Ring of Health,item_info
What is Ring of Health in Dota 2?,item_info
What does Ring of Health do in Dota?,item_info
How does Ring of Health work in Dota 2?,item_info
Explain what Ring of Health does,item_info
What does Ring of Health give?,item_info
Stats for Ring of Health?,item_info
Info on Ring of Health,item_info
What is Ring of Protection?,item_info
What does Ring of Protection do?,item_info
Explain Ring of Protection,item_info
How does Ring of Protection work?,item_info
Describe Ring of Protection,item_info
Tell me about Ring of Protection,item_info
Info about Ring of Protection,item_info
What is Ring of Protection in Dota 2?,item_info
What does Ring of Protection do in Dota?,item_info
How does Ring of Protection work in Dota 2?,item_info
Explain what Ring of Protection does,item_info
What does Ring of Protection give?,item_info
Stats for Ring of Protection?,item_info
Info on Ring of Protection,item_info
What is Ring of Regen?,item_info
What does Ring of Regen do?,item_info
Explain Ring of Regen,item_info
How does Ring of Regen work?,item_info
Describe Ring of Regen,item_info
Tell me about Ring of Regen,item_info
Info about Ring of Regen,item_info
What is Ring of Regen in Dota 2?,item_info
What does Ring of Regen do in Dota?,item_info
How does Ring of Regen work in Dota 2?,item_info
Explain what Ring of Regen does,item_info
What does Ring of Regen give?,item_info
Stats for Ring of Regen?,item_info
Info on Ring of Regen,item_info
What is Ring of Tarrasque?,item_info
What does Ring of Tarrasque do?,item_info
Explain Ring of Tarrasque,item_info
How does Ring of Tarrasque work?,item_info
Describe Ring of Tarrasque,item_info
Tell me about Ring of Tarrasque,item_info
Info about Ring of Tarrasque,item_info
What is Ring of Tarrasque in Dota 2?,item_info
What does Ring of Tarrasque do in Dota?,item_info
How does Ring of Tarrasque work in Dota 2?,item_info
Explain what Ring of Tarrasque does,item_info
What does Ring of Tarrasque give?,item_info
Stats for Ring of Tarrasque?,item_info
Info on Ring of Tarrasque,item_info
What is Ripper's Lash?,item_info
What does Ripper's Lash do?,item_info
Explain Ripper's Lash,item_info
How does Ripper's Lash work?,item_info
Describe Ripper's Lash,item_info
Tell me about Ripper's Lash,item_info
Info about Ripper's Lash,item_info
What is Ripper's Lash in Dota 2?,item_info
What does Ripper's Lash do in Dota?,item_info
How does Ripper's Lash work in Dota 2?,item_info
Explain what Ripper's Lash does,item_info
What does Ripper's Lash give?,item_info
Stats for Ripper's Lash?,item_info
Info on Ripper's Lash,item_info
What is River Vial: Blood?,item_info
What does River Vial: Blood do?,item_info
Explain River Vial: Blood,item_info
How does River Vial: Blood work?,item_info
Describe River Vial: Blood,item_info
Tell me about River Vial: Blood,item_info
Info about River Vial: Blood,item_info
What is River Vial: Blood in Dota 2?,item_info
What does River Vial: Blood do in Dota?,item_info
How does River Vial: Blood work in Dota 2?,item_info
Explain what River Vial: Blood does,item_info
What does River Vial: Blood give?,item_info
Stats for River Vial: Blood?,item_info
Info on River Vial: Blood,item_info
What is River Vial: Chrome?,item_info
What does River Vial: Chrome do?,item_info
Explain River Vial: Chrome,item_info
How does River Vial: Chrome work?,item_info
Describe River Vial: Chrome,item_info
Tell me about River Vial: Chrome,item_info
Info about River Vial: Chrome,item_info
What is River Vial: Chrome in Dota 2?,item_info
What does River Vial: Chrome do in Dota?,item_info
How does River Vial: Chrome work in Dota 2?,item_info
Explain what River Vial: Chrome does,item_info
What does River Vial: Chrome give?,item_info
Stats for River Vial: Chrome?,item_info
Info on River Vial: Chrome,item_info
What is River Vial: Dry?,item_info
What does River Vial: Dry do?,item_info
Explain River Vial: Dry,item_info
How does River Vial: Dry work?,item_info
Describe River Vial: Dry,item_info
Tell me about River Vial: Dry,item_info
Info about River Vial: Dry,item_info
What is River Vial: Dry in Dota 2?,item_info
What does River Vial: Dry do in Dota?,item_info
How does River Vial: Dry work in Dota 2?,item_info
Explain what River Vial: Dry does,item_info
What does River Vial: Dry give?,item_info
Stats for River Vial: Dry?,item_info
Info on River Vial: Dry,item_info
What is River Vial: Electrified?,item_info
What does River Vial: Electrified do?,item_info
Explain River Vial: Electrified,item_info
How does River Vial: Electrified work?,item_info
Describe River Vial: Electrified,item_info
Tell me about River Vial: Electrified,item_info
Info about River Vial: Electrified,item_info
What is River Vial: Electrified in Dota 2?,item_info
What does River Vial: Electrified do in Dota?,item_info
How does River Vial: Electrified work in Dota 2?,item_info
Explain what River Vial: Electrified does,item_info
What does River Vial: Electrified give?,item_info
Stats for River Vial: Electrified?,item_info
Info on River Vial: Electrified,item_info
What is River Vial: Oil?,item_info
What does River Vial: Oil do?,item_info
Explain River Vial: Oil,item_info
How does River Vial: Oil work?,item_info
Describe River Vial: Oil,item_info
Tell me about River Vial: Oil,item_info
Info about River Vial: Oil,item_info
What is River Vial: Oil in Dota 2?,item_info
What does River Vial: Oil do in Dota?,item_info
How does River Vial: Oil work in Dota 2?,item_info
Explain what River Vial: Oil does,item_info
What does River Vial: Oil give?,item_info
Stats for River Vial: Oil?,item_info
Info on River Vial: Oil,item_info
What is River Vial: Potion?,item_info
What does River Vial: Potion do?,item_info
Explain River Vial: Potion,item_info
How does River Vial: Potion work?,item_info
Describe River Vial: Potion,item_info
Tell me about River Vial: Potion,item_info
Info about River Vial: Potion,item_info
What is River Vial: Potion in Dota 2?,item_info
What does River Vial: Potion do in Dota?,item_info
How does River Vial: Potion work in Dota 2?,item_info
Explain what River Vial: Potion does,item_info
What does River Vial: Potion give?,item_info
Stats for River Vial: Potion?,item_info
Info on River Vial: Potion,item_info
What is River Vial: Slime?,item_info
What does River Vial: Slime do?,item_info
Explain River Vial: Slime,item_info
How does River Vial: Slime work?,item_info
Describe River Vial: Slime,item_info
Tell me about River Vial: Slime,item_info
Info about River Vial: Slime,item_info
What is River Vial: Slime in Dota 2?,item_info
What does River Vial: Slime do in Dota?,item_info
How does River Vial: Slime work in Dota 2?,item_info
Explain what River Vial: Slime does,item_info
What does River Vial: Slime give?,item_info
Stats for River Vial: Slime?,item_info
Info on River Vial: Slime,item_info
What is Robe of the Magi?,item_info
What does Robe of the Magi do?,item_info
Explain Robe of the Magi,item_info
How does Robe of the Magi work?,item_info
Describe Robe of the Magi,item_info
Tell me about Robe of the Magi,item_info
Info about Robe of the Magi,item_info
What is Robe of the Magi in Dota 2?,item_info
What does Robe of the Magi do in Dota?,item_info
How does Robe of the Magi work in Dota 2?,item_info
Explain what Robe of the Magi does,item_info
What does Robe of the Magi give?,item_info
Stats for Robe of the Magi?,item_info
Info on Robe of the Magi,item_info
What is Rod of Atos?,item_info
What does Rod of Atos do?,item_info
Explain Rod of Atos,item_info
How does Rod of Atos work?,item_info
Describe Rod of Atos,item_info
Tell me about Rod of Atos,item_info
Info about Rod of Atos,item_info
What is Rod of Atos in Dota 2?,item_info
What does Rod of Atos do in Dota?,item_info
How does Rod of Atos work in Dota 2?,item_info
Explain what Rod of Atos does,item_info
What does Rod of Atos give?,item_info
Stats for Rod of Atos?,item_info
Info on Rod of Atos,item_info
What is Roshan's Banner?,item_info
What does Roshan's Banner do?,item_info
Explain Roshan's Banner,item_info
How does Roshan's Banner work?,item_info
Describe Roshan's Banner,item_info
Tell me about Roshan's Banner,item_info
Info about Roshan's Banner,item_info
What is Roshan's Banner in Dota 2?,item_info
What does Roshan's Banner do in Dota?,item_info
How does Roshan's Banner work in Dota 2?,item_info
Explain what Roshan's Banner does,item_info
What does Roshan's Banner give?,item_info
Stats for Roshan's Banner?,item_info
Info on Roshan's Banner,item_info
What is Royal Jelly?,item_info
What does Royal Jelly do?,item_info
Explain Royal Jelly,item_info
How does Royal Jelly work?,item_info
Describe Royal Jelly,item_info
Tell me about Royal Jelly,item_info
Info about Royal Jelly,item_info
What is Royal Jelly in Dota 2?,item_info
What does Royal Jelly do in Dota?,item_info
How does Royal Jelly work in Dota 2?,item_info
Explain what Royal Jelly does,item_info
What does Royal Jelly give?,item_info
Stats for Royal Jelly?,item_info
Info on Royal Jelly,item_info
What is Sacred Relic?,item_info
What does Sacred Relic do?,item_info
Explain Sacred Relic,item_info
How does Sacred Relic work?,item_info
Describe Sacred Relic,item_info
Tell me about Sacred Relic,item_info
Info about Sacred Relic,item_info
What is Sacred Relic in Dota 2?,item_info
What does Sacred Relic do in Dota?,item_info
How does Sacred Relic work in Dota 2?,item_info
Explain what Sacred Relic does,item_info
What does Sacred Relic give?,item_info
Stats for Sacred Relic?,item_info
Info on Sacred Relic,item_info
What is Safety Bubble?,item_info
What does Safety Bubble do?,item_info
Explain Safety Bubble,item_info
How does Safety Bubble work?,item_info
Describe Safety Bubble,item_info
Tell me about Safety Bubble,item_info
Info about Safety Bubble,item_info
What is Safety Bubble in Dota 2?,item_info
What does Safety Bubble do in Dota?,item_info
How does Safety Bubble work in Dota 2?,item_info
Explain what Safety Bubble does,item_info
What does Safety Bubble give?,item_info
Stats for Safety Bubble?,item_info
Info on Safety Bubble,item_info
What is Sage's Mask?,item_info
What does Sage's Mask do?,item_info
Explain Sage's Mask,item_info
How does Sage's Mask work?,item_info
